ticker,title,description,pub_date,link,author,polarity_title,subjectivity_title,polarity_description,subjectivity_description,date,affected_day,Open,Close,Open-Close
MSFT,'We Are Going Up': New York Mets Owner Steve Cohen Identifies 'Big Wave' Of Opportunities In This Segment. Here's How He's Positioning His Bets,"Heightened interest rates have cast a shadow of doubt over stock market optimism, intensifying concerns of a looming economic downturn. Many experts have called for a recession.But billionaire hedge fund manager and New York Mets owner Steve Cohen is taking a bullish stance.“I’m making a prognostication — we’re going up,” he said at a private conference, according to Bloomberg.Cohen knows a thing or two about navigating the markets and rising to the top. After all, the hedge fund manager’s career inspired the character Bobby Axelrod, played by Damian Lewis in the TV show “Billions.”Noting that he’s “actually pretty bullish,” Cohen highlighted one specific segment in today’s market: artificial intelligence (AI).He warned that if investors become overly preoccupied with recession concerns, they might miss the “big wave” of opportunities in AI.The billionaire investor is putting his money where his mouth is. According to the latest Form 13F filing of his firm Point72 Asset Management, Cohen has placed quite a few bets in the AI arena. Here’s a look at three notable ones.Don't miss:'People-First' Real Estate Fund Shares Rent With Tenants While Generating Strong Returns For InvestorsElon Musk Issues Dire Warning For The Real Estate Market And This Investment Strategy Could Produce Massive Returns If He's RightAs the parent company of Google, Alphabet Inc. was created in 2015 to give Google’s wild ideas some room to play. The company boasts a vast array of ventures, from dominating the search engine market to dabbling in self-driving cars and life sciences.Commanding a market cap of over $1.5 trillion, Alphabet is a tech behemoth. But the stock can still be volatile. Shares plunged 39% in 2022 but have surged 37% so far in 2023.Some consider the increasing popularity of OpenAI's chatbot ChatGPT a threat to Alphabet's business. But Alphabet is not standing still, as the company is also advancing its own AI products.“In March, we introduced our experimental conversational AI service called Bard,” Alphabet CEO Sundar Pichai said in an earnings conference call last month. “We've since added our PaLM model to make it even more powerful, and Bard can now help people with programming and software development tasks, including code generation.”As of March 31, Cohen’s firm owned 3.31 million shares of Alphabet, worth $343.01 million at the time.Point72 Asset Management also held 980,638 shares of Nvidia, valued at $272.39 million at the end of March.Known for its graphics processing units (GPUs), Nvidia stock has been on a tear.Year to date, shares have shot up 120%.The rise of AI may have something to do with investor enthusiasm for the chipmaker.In an earnings release in February, Nvidia founder and CEO Jensen Huang said that AI “is at an inflection point.”And that could present a major opportunity for the company.“We are set to help customers take advantage of breakthroughs in generative AI and large language models,” Huang said. “Our new AI supercomputer, with H100 and its Transformer Engine and Quantum-2 networking fabric, is in full production.”These days, it’s hard to discuss AI stocks without mentioning Microsoft. After all, it has made notable investments in ChatGPT maker OpenAI, and ChatGPT has taken the internet by storm.During the company’s latest earnings conference call, Microsoft CEO Satya Nadella said, “The age of AI is upon us, and Microsoft is powering it.”Indeed, Microsoft Azure — the software giant’s cloud computing arm — is OpenAI’s exclusive cloud provider.Nadella said that Microsoft will deploy OpenAI’s models across its consumer and enterprise products.Microsoft shares have climbed 33% in 2023, bringing the company’s market cap to $2.37 trillion.At the end of the first quarter, Cohen’s firm owned 449,115 shares of Microsoft, a stake valued at approximately $129.48 million at the time.Read next: How These Accredited Investors Pulled In Better Returns Than Warren BuffettWhile REITs Are Struggling, Private Market Real Estate Pulls In Huge Returns.© 2023 Benzinga.com. Benzinga does not provide investment advice. All rights reserved.","May 19, 2023 at 2:25 PM",https://finance.yahoo.com/news/going-york-mets-owner-steve-192522453.html,Benzinga,0.06818181818181818,0.2772727272727273,0.14639044667453757,0.5144923258559623,2023-05-19 14:25:00,2023-05-19 14:25:00,316.739990234375,318.3399963378906,-1.600006103515625
MSFT,Microsoft says China approves its plan to buy video game-maker Activision Blizzard,"Microsoft said Friday that China has unconditionally approved its plan to buy video game company Activision Blizzard, even as the deal still faces antitrust opposition in the U.S. and United Kingdom.China and the European Union are the two biggest economies to have approved Microsoft's planned $69 billion takeover of the California game publisher behind popular titles such as World of Warcraft, Call of Duty and Candy Crush.China’s State Administration for Market Regulation cleared it without conditions, according to Microsoft, though as of late Friday the agency's website didn't mention the decision.Game sales in mainland China come with a requirement that game-makers work with a Chinese publisher to release titles in the country. And since earlier this year, popular Activision Blizzard franchises such as World of Warcraft, the StarCraft series, Overwatch and Diablo have been suspended because of a disagreement between Activision subsidiary Blizzard Entertainment and its Chinese partner, NetEase.But the U.S. company said late last year it would suspend most of its game services in China after current licensing agreements ended, leading to a public spat between the two companies.Microsoft says its planned Activision acquisition — considered the priciest tech deal in history — now has been cleared in 37 countries, which includes the 27 in the EU as well as 10 others such as China, Japan and Brazil. But the blockbuster deal is still in jeopardy because British regulators have rejected it and U.S. authorities are trying to thwart it.","May 19, 2023 at 4:43 PM",https://finance.yahoo.com/news/microsoft-says-china-approves-plan-214333499.html,AP Finance,0.0,0.0,-0.025000000000000005,0.39666666666666667,2023-05-19 16:43:00,2023-05-19 16:43:00,316.739990234375,318.3399963378906,-1.600006103515625
MSFT,Stock winners and losers amid market volatility,"Mahoney Asset Management CEO Ken Mahoney joins the Live Show to discuss two stocks to own, which stocks to avoid, and gives investing tips amid an uncertain market.Hey, it will have its ups and downs. Recognize the stock is going parabolic. The tactics that we use as kind of buy and hold, maybe 1/2 to 2/3. And maybe trade around and sell some [INAUDIBLE]. At the end of the day, this is where the leadership's going to be, and I still believe there's a lot more upside with Nvidia throughout the rest of the year, even though the stock's already doubled this year.And to me, again, if it's going be narrow leadership, be with the narrow leadership. If it's not going to spread out, it's not going to have strong breadth the way it's been shown, stick with the leaders. I mean, that's how we've been trained. Look at the best industry, the best stocks in those industry. Yes, they'll be volatile, but you're going to be more than compensated for that volatility.And every time there's a problem with just one of them, it comes back and hurts the region. I think you said earlier, for the week, we had a good week, but you saw it closed at the low of the day. And I think, still, there could be a couple of ones out there. And they always take it out of this ETF, it seems.","May 19, 2023 at 3:30 PM",https://finance.yahoo.com/video/stock-winners-losers-amid-market-203018558.html,Yahoo Finance Video,-0.2,0.2,0.29107481060606066,0.48255208333333327,2023-05-19 15:30:00,2023-05-19 15:30:00,316.739990234375,318.3399963378906,-1.600006103515625
MSFT,Elon Musk Sends a Warning to Microsoft,The social network accuses the software giant of having used the data of its users in unauthorized way.,"May 19, 2023 at 2:21 PM",https://finance.yahoo.com/m/3e5ac44b-d178-39b3-90ef-707ac3793290/elon-musk-sends-a-warning-to.html,TheStreet.com,0.0,0.0,0.016666666666666666,0.5333333333333333,2023-05-19 14:21:00,2023-05-19 14:21:00,316.739990234375,318.3399963378906,-1.600006103515625
MSFT,"UK not 'closed for business' after Microsoft deal blocked, insists CMA","Marcus Bokkerink, chairman of the Competition and Markets Authority (CMA), said he “fundamentally disagreed” that it was discouraging investment by blocking Microsoft’s $69bn (£55bn) Activision takeover.Activision claimed that Britain was “closed for business”  after the regulator blocked its takeover last month, and Microsoft’s president Brad Smith said that the EU was a better place to start a technology company than Britain.By Marcus BokkerinkBroaden your horizons with award-winning British journalism. Try The Telegraph free for 1 month, then enjoy 1 year for just $9 with our US-exclusive offer.","May 19, 2023 at 2:17 PM",https://finance.yahoo.com/news/uk-not-closed-business-microsoft-191721464.html,The Telegraph,0.05,0.1,0.20000000000000004,0.3277777777777778,2023-05-19 14:17:00,2023-05-19 14:17:00,316.739990234375,318.3399963378906,-1.600006103515625
MSFT,A global antitrust alliance battles Microsoft and Amgen,"As the EU approved Microsoft’s $75bn bid to buy Activision Blizzard, the US Federal Trade Commission sued to block Amgen’s $28.3bn deal to acquire Horizon Therapeutics and warned of “rampant consolidation” in pharmaceuticals. Margrethe Vestager, EU competition commissioner, is known as the nemesis of Big Tech but others are taking her place. The Amgen suit epitomises the tough approach adopted by Lina Khan, chair of the FTC, and Khan has a new ally: Sarah Cardell, chief executive of the UK Competition and Markets Authority.","May 19, 2023 at 12:42 PM",https://finance.yahoo.com/m/c1becac3-db69-31bb-be7f-71c62ed46052/a-global-antitrust-alliance.html,Financial Times,0.0,0.0,-0.08417508417508418,0.46262626262626266,2023-05-19 12:42:00,2023-05-19 12:42:00,316.739990234375,318.3399963378906,-1.600006103515625
MSFT,Alibaba Makes Another Step Towards Unlocking Value,"Revenue for the quarter ended on March 31st amounted to $29.6 billion, missing estimates but rising 2% YoY. Although non-GAAP diluted earnings per share missed expectations as they amounted to 1.34 yuan, they were up 35% YoY. The adjusted net profit rose 38% YoY as it rose up to $4.0 billion.Like Amazon, Walmart and Home Depot, Alibaba observed a slow start of the year with total sales of physical goods. But China, where Alibaba operates generates almost half of the world’s global online transactions, saw its retail sales in April rise 18.4% and Alibaba said it already observed a positive momentum in March after the initial slowdown. However, results didn’t show the improvement for March as analysts had hoped.While Microsoft topped cloud expectations with its latest reported quarter, this unit was a weak spot during the reported quarter as sales dropped 3% YoY, mostly due to January’s delivery delays due to COVID-19 restrictions as well as a loss of top overseas customer. Even Amazon warned of a cloud growth slowdown in its latest reported quarter.What is also interesting is that Alibaba’s quarterly report also came with a mission statement of the Chinese titan working to make cloud computing more affordable and accessible.Alibaba’s cloud comes hand in hand with AI. Like Microsoft, Alibaba developed its own ChatGPT-style generative AI tool earlier this year which is expected to help accelerate customer adoption of its cloud computing service. CEO Daniel Zhang is expecting this technology to bring an exponential increase in computing power.Alibaba’s story continues to be written as the company has taken steps towards unlocking the value of its business. While its tech peers in the U.S. are cautiously turning around, Alibaba’s results have significantly improved, with the latest results being significantly stronger from last year’s comparable quarter. Considering that the latest quarter had the strongest growth rate in the fiscal year that was just closed, momentum is on Alibaba’s side. Meanwhile, both Microsoft and Amazon gave cautious and lackluster guidance. If other things remain equal and this trend continues, Alibaba could bring in significantly higher profits in the undergoing fiscal year.DISCLAIMER: This content is for informational purposes only. It is not intended as investing advice..© 2023 Benzinga.com. Benzinga does not provide investment advice. All rights reserved.","May 19, 2023 at 1:34 PM",https://finance.yahoo.com/news/alibaba-makes-another-step-towards-183400877.html,Benzinga,0.0,0.0,0.14737076648841357,0.49034250063661833,2023-05-19 13:34:00,2023-05-19 13:34:00,316.739990234375,318.3399963378906,-1.600006103515625
MSFT,EU antitrust regulators quiz cloud rivals on Microsoft's request for customer data,"By Foo Yun CheeBRUSSELS (Reuters) - EU antitrust regulators are asking Microsoft's rivals what kind of customer data they are required to provide to the U.S. tech giant as part of their Azure cloud contracts, six months after a trade group complained about its cloud computing practices.Cloud Infrastructure Services Providers in Europe (CISPE), whose members include Amazon, alleged last November that Microsoft's new contractual terms imposed on Oct. 1 together with other practices were harming the European cloud computing ecosystem.In a questionnaire sent to cloud providers seen by Reuters, the European Commission asked recipients for a list of contractual clauses requiring these companies to report information about their European customers to Microsoft.""The Commission has received several complaints regarding Microsoft, including in relation to its product Azure, which we are assessing based on our standard procedures,"" a spokesperson for the EU executive said.The EU competition enforcer wanted to know about the frequency of the reporting, the period for which the data is requested, the format of the reporting and whether the information is sent directly to Microsoft or to an auditor.Recipients, who were given until this week to respond, were asked whether there were contractual, actual or threatened consequences for not complying with these clauses.The EU watchdog asked if Microsoft may have used the information to go directly to the recipients' customers.Microsoft, hit by more than 1.6 billion euros ($1.8 billion) in EU fines in the previous decade for various antitrust violations, declined to comment.It has made an offer to CISPE in a bid to settle the issue and talks are ongoing, according to a person familiar with the matter.($1 = 0.9084 euro)(Reporting by Foo Yun Chee; Editing by Kirsten Donovan)","May 19, 2023 at 12:33 PM",https://finance.yahoo.com/news/eu-antitrust-regulators-quiz-cloud-173312831.html,Reuters,0.0,0.0,0.058931419457735244,0.29804625199362045,2023-05-19 12:33:00,2023-05-19 12:33:00,316.739990234375,318.3399963378906,-1.600006103515625
MSFT,Forget Apple Stock. Heres the Reason the S&P 500 Is Doing So Well.,"Apple makes up about 8% of the S&P 500's market cap, while Nvidia and other AI-focused companies make up around 15%.","May 19, 2023 at 12:16 PM",https://finance.yahoo.com/m/ec82f4de-7e31-3aaa-8b01-3344bc4ab5db/forget-apple-stock.-here%E2%80%99s.html,Barrons.com,0.0,0.0,-0.125,0.375,2023-05-19 12:16:00,2023-05-19 12:16:00,316.739990234375,318.3399963378906,-1.600006103515625
MSFT,Best Dow Jones Stocks To Buy And Watch In May 2023: Apple Hits New High,"The best Dow Jones stocks to buy and watch in May 2023 include Apple stock, Boeing and Microsoft in today's stock market.","May 19, 2023 at 11:55 AM",https://finance.yahoo.com/m/65b53896-faf4-3a06-9d0d-a63cf3c83192/best-dow-jones-stocks-to-buy.html,Investor&#39;s Business Daily,0.4321212121212121,0.43151515151515146,1.0,0.3,2023-05-19 11:55:00,2023-05-19 11:55:00,316.739990234375,318.3399963378906,-1.600006103515625
